,High,Low,Mean
0,6378.5,6252.5,6334.7815442561205
0,6420.0,6362.0,6391.369047619048
0,6375.0,6242.0,6305.778632478632
0,6245.0,6148.0,6201.771758436945
0,6175.0,6072.5,6120.05
0,6217.0,6137.0,6181.968692449355
0,6225.0,6119.5,6153.639292196007
0,6330.0,6210.0,6270.38768115942
0,6383.0,6263.0,6297.267494356659
0,6268.5,6146.0,6227.149178832116
0,6355.0,6234.5,6311.238203266787
0,6428.0,6358.0,6389.8742647058825
0,6442.5,6378.0,6412.431198910082
0,6500.0,6412.5,6447.927874186551
0,6437.0,6277.0,6340.835216572505
0,6308.0,6200.0,6258.779307282416
0,6317.0,6236.0,6276.788175046555
0,6367.0,6226.0,6301.855427046264
0,6281.0,6165.0,6216.30621572212
0,6218.0,6112.5,6156.789048473967
0,6200.0,6136.0,6169.298523206751
0,6268.0,6200.0,6225.132863340564
0,6270.0,6218.0,6247.266666666666
0,6280.0,6197.0,6241.65612244898
0,6303.5,6176.5,6245.23187732342
0,6175.0,6038.0,6118.119604316546
0,6270.0,6169.5,6199.8637168141595
0,6274.0,6180.0,6230.491818181818
0,6243.0,6157.0,6201.864562118126
0,6232.0,6083.0,6137.850177304965
0,6150.0,6062.0,6089.592314487632
0,6148.0,6072.0,6110.413120567376
0,6203.5,6126.0,6173.165178571428
0,6212.5,6160.5,6189.436660268714
0,6172.5,6088.0,6120.356571936057
0,6224.5,6145.5,6183.606115107914
0,6250.0,6191.0,6219.864208633094
0,6300.5,6193.5,6256.832875457875
0,6270.5,6175.0,6211.722935779817
0,6265.0,6203.0,6226.311009174312
0,6332.0,6264.0,6300.2628546099295
0,6313.5,6235.0,6275.439421338156
0,6319.0,6242.0,6285.259132420091
0,6352.0,6278.5,6311.859756097561
0,6353.5,6302.5,6331.270756457565
0,6372.5,6271.5,6307.037658802178
0,6302.5,6235.0,6262.3231046931405
0,6299.5,6251.0,6272.563789868668
0,6298.0,6240.0,6269.678977272727
0,6319.5,6276.0,6299.185467479675
0,6274.0,6202.0,6228.615384615385
0,6274.0,6186.5,6230.828378378378
0,6208.0,6151.0,6176.078385899815
0,6250.0,6155.0,6206.895421903052
0,6265.5,6209.0,6233.778284671533
0,6218.0,6127.0,6165.09249084249
0,6213.5,6151.5,6177.200628366248
0,6164.0,6071.0,6114.143939393939
0,6101.0,6064.5,6080.662593984963
0,6137.0,5961.0,6070.629248658319
0,5997.5,5916.5,5963.815275310835
0,6020.0,5924.0,5967.087251356239
0,6032.0,5886.0,5941.525862068966
0,5980.5,5690.0,5929.675843694494
0,5955.0,5898.0,5928.804563492064
0,5997.0,5885.0,5939.109680284192
0,5925.0,5856.5,5886.635026737968
0,5919.0,5817.0,5876.163314176245
0,5938.0,5855.5,5892.335779816513
0,6026.5,5926.0,5976.631932021467
0,6034.0,5968.0,5994.594890510949
0,5993.0,5897.0,5960.831511839709
0,5926.5,5825.0,5870.8125
0,5835.0,5748.0,5797.084490740741
0,5805.0,5505.5,5650.153241650295
0,5751.5,5640.0,5699.341926070039
0,5754.0,5582.5,5658.666107382551
0,5656.5,5571.0,5607.8708609271525
0,5695.0,5619.0,5660.775088028169
0,5542.0,5309.0,5422.457894736842
0,5479.5,5410.0,5450.605683836589
0,5642.0,5479.5,5567.964031971581
0,5800.0,5582.5,5670.844138543517
0,5775.0,5633.0,5681.1474820143885
0,5655.0,5556.5,5601.9925044091715
0,5708.5,5591.0,5670.909622302158
0,5690.5,5589.0,5621.371231155779
0,5598.0,5480.0,5550.746447602131
0,5603.0,5382.5,5479.361504424779
0,5691.5,5582.0,5646.015044247788
0,5724.0,5572.5,5622.212522045856
0,5723.0,5600.0,5658.596428571429
0,5865.0,5689.5,5796.090989399293
0,5873.0,5785.0,5826.8783303730015
0,5830.0,5761.0,5795.609778597786
0,5788.5,5678.0,5724.313636363637
0,5879.5,5837.0,5862.886363636364
0,5980.0,5873.5,5905.088938053097
0,5940.5,5851.5,5896.152135231317
0,5911.0,5863.0,5883.683796296296
0,5951.0,5848.5,5892.433035714285
0,5869.5,5811.5,5837.90625
0,5913.5,5801.0,5856.677491103203
0,6008.0,5865.0,5920.9124531835205
0,6008.0,5865.0,5924.676966292135
0,6023.0,5975.0,6001.509769094138
0,5983.5,5930.0,5959.272598870057
0,5996.5,5906.5,5952.127208480565
0,5985.0,5760.0,5833.475903614458
0,5927.5,5753.5,5840.544168096055
0,5902.0,5902.0,5902.0
0,5950.0,5860.0,5895.765839041096
0,5929.0,5845.0,5874.5875435540065
0,6013.0,5870.0,5955.532849829351
0,5978.0,5881.5,5936.552923387097
0,5940.0,5767.0,5848.821243523316
0,5885.0,5825.0,5853.2180944055945
0,5937.0,5782.5,5827.676315789474
0,6002.0,5915.0,5964.801797945205
0,5975.0,5904.5,5931.424147217235
0,6016.0,5908.5,5948.822807017544
0,6013.5,5950.0,5989.268388791594
0,6010.0,5885.5,5946.7656529517
0,5964.5,5863.0,5938.27057793345
0,5964.0,5866.0,5894.348731884058
0,5890.0,5890.0,5890.0
0,5930.0,5830.0,5874.461811722913
0,5910.0,5786.0,5820.104166666667
0,5842.0,5728.0,5794.507378472223
0,5855.0,5745.0,5804.309461805556
0,5878.0,5798.0,5853.637589928057
0,5948.0,5840.5,5861.341185410334
0,6000.0,5881.0,5934.507589285714
0,5965.0,5838.0,5925.365652173913
0,6003.0,5922.0,5961.120051635112
0,6001.0,5866.5,5952.889814814815
0,5931.0,5821.0,5868.186931818182
0,5909.5,5830.0,5888.810889929742
0,5901.5,5774.0,5808.589705882353
0,5800.0,5694.0,5746.542525773196
0,5759.0,5700.5,5734.024774774774
0,5784.0,5705.0,5745.766873889876
0,5757.5,5660.5,5703.671641791045
0,5773.0,5677.0,5723.336192109777
0,5736.5,5670.0,5696.753913043478
0,5746.0,5668.5,5715.137650085763
0,5720.0,5573.0,5620.2114406779665
0,5646.0,5588.0,5622.261558219178
0,5697.0,5547.5,5625.7221238938055
0,5710.0,5629.5,5666.947934595525
0,5760.0,5600.5,5698.1555459272095
0,5793.0,5656.0,5703.9465195246175
0,5710.0,5608.5,5627.490384615385
0,5650.0,5530.0,5568.2805944055945
0,5572.0,5462.0,5502.425392670157
0,5512.0,5410.0,5468.829015544042
0,5536.5,5450.0,5510.217813051147
0,5470.0,5397.5,5431.345320623916
0,5523.0,5445.0,5494.497697974217
0,5570.5,5454.0,5524.206806282723
0,5568.0,5513.0,5537.5443159922925
0,5530.0,5426.0,5463.338868940754
0,5465.0,5391.5,5420.560017271157
0,5463.0,5333.0,5396.209705372617
0,5435.0,5363.5,5388.624345549738
0,5462.5,5330.0,5421.804878048781
0,5420.0,5315.5,5381.732206405694
0,5362.0,5255.0,5299.574312714777
0,5356.0,5248.0,5307.4098290598295
0,5427.0,5300.0,5376.168133802817
0,5468.0,5376.5,5441.167744916821
0,5552.0,5405.0,5478.557093425606
0,5577.5,5455.0,5543.811855670103
0,5660.5,5541.0,5597.738945578231
0,5620.0,5515.0,5550.704465849387
0,5596.5,5516.0,5541.702105263158
0,5558.0,5449.0,5494.744278169014
0,5580.0,5437.5,5477.666237113402
0,5435.0,5376.5,5408.079310344828
0,5480.0,5400.0,5441.83407079646
0,5472.0,5405.0,5444.496902654867
0,5531.0,5404.0,5509.5114436619715
0,5552.5,5431.5,5505.944347826087
0,5503.0,5388.0,5430.555107526881
0,5490.0,5305.5,5372.592832469775
0,5385.0,5284.5,5343.7125435540065
0,5448.0,5359.0,5398.276735459663
0,5490.0,5332.0,5444.040104166666
0,5414.0,5383.5,5400.075
0,5515.0,5402.0,5463.105400696864
0,5510.0,5510.0,5510.0
0,5525.0,5405.0,5465.706834532374
0,5474.0,5375.0,5422.846975088968
0,5455.0,5327.0,5403.60546875
0,5407.0,5300.0,5342.447345890411
0,5392.0,5281.0,5308.520715630885
0,5423.0,5295.0,5348.271610169491
0,5382.0,5280.0,5338.343540268456
0,5380.0,5181.0,5234.261558219178
0,5240.0,5058.0,5125.830944350759
0,5169.5,4705.0,5067.32881773399
0,4953.0,4622.0,4826.480132450331
0,4980.5,4881.0,4934.453389830508
0,5020.0,4770.0,4885.856666666667
0,4963.0,4695.5,4812.053430079156
0,4905.0,4810.0,4855.246341463415
0,4915.0,4725.0,4834.053319919517
0,4819.5,4549.5,4631.427361853833
0,4593.5,4240.5,4378.552226027397
0,4679.0,4410.0,4573.42681895093
0,4710.0,4538.0,4631.193220338983
0,4750.0,4620.0,4703.8570205479455
0,4800.0,4660.0,4733.1336717428085
0,4961.0,4795.0,4878.341101694915
0,4981.5,4795.0,4851.161790017211
0,4882.0,4760.0,4809.482847341338
0,4960.0,4785.0,4836.618443316413
0,5071.0,4935.0,5015.977618243243
0,5120.0,4972.0,5060.546186440678
0,5000.0,4951.0,4976.508928571428
0,5113.0,5015.0,5072.044948630137
0,5195.0,5000.0,5088.249139414802
0,5315.0,5145.0,5243.173434856176
0,5260.0,5103.5,5160.090753424657
0,5190.0,5067.5,5104.7552173913045
0,5187.0,5060.0,5133.491364421417
0,5260.5,5119.5,5205.932010135135
0,5168.0,5108.5,5135.814297800339
0,5135.0,5013.0,5054.148556876061
0,5118.0,5044.0,5080.756896551724
0,5221.0,5131.5,5181.073305084746
0,5292.0,5125.0,5221.183874709976
0,5252.0,5057.5,5138.138841567291
0,5240.0,5133.5,5170.191910499139
0,5225.0,5076.0,5141.300420168067
0,5050.0,4988.0,5023.11433447099
0,5121.5,4962.0,5052.454273504273
0,5125.0,4950.0,5051.858919382505
0,5170.0,5070.0,5124.72512864494
0,5248.0,5165.0,5202.956822107081
0,5294.0,5180.0,5241.627936241611
0,5330.0,5171.0,5219.5203125
0,5319.0,5181.0,5259.532148900169
0,5286.5,5210.0,5259.6682525951555
0,5310.0,5073.5,5207.507404181185
0,5307.0,5167.0,5264.807525951557
0,5387.0,5226.0,5323.924321503132
0,5340.0,5209.0,5274.188766891892
0,5335.0,5233.0,5298.360205831904
0,5405.5,5280.0,5369.163690476191
0,5427.0,5271.0,5335.976655348048
0,5387.5,5286.0,5342.9597457627115
0,5392.0,5298.0,5362.232727272727
0,5392.0,5230.0,5291.546956521739
0,5381.0,5283.5,5319.765597920277
0,5360.0,5242.5,5304.100676818951
0,5315.0,5191.5,5230.433501683502
0,5230.0,5196.5,5212.840909090909
0,5283.5,5156.0,5193.8552188552185
0,5219.0,5153.0,5179.081925675676
0,5235.5,5150.0,5211.287391304348
0,5375.0,5242.0,5294.115789473684
0,5424.5,5325.0,5372.858898305085
0,5400.0,5240.0,5322.9787694974
0,5283.0,5180.0,5218.193708609271
0,5209.0,5159.5,5187.4018518518515
0,5198.0,5112.0,5148.79
0,5148.0,5048.0,5085.026970954357
0,5108.0,5041.0,5069.5142857142855
0,5170.0,5054.0,5116.567823343848
0,5193.0,5133.0,5171.685643564357
0,5174.0,5103.0,5137.547071129708
0,5190.0,5081.5,5120.87668593449
0,5196.0,5004.5,5116.861061946903
0,5221.0,5139.0,5172.170168067227
0,5259.0,5155.0,5204.331589958159
0,5257.0,5200.0,5237.805780933063
0,5280.0,5180.0,5226.174788135593
0,5268.0,5165.0,5234.326889279438
0,5345.0,5190.0,5272.442442882249
0,5389.0,5289.0,5341.499559082892
0,5365.0,5282.0,5312.285460992908
0,5340.0,5240.5,5280.410034602076
0,5310.0,5204.0,5227.175814751286
0,5229.5,5178.0,5197.920634920635
0,5233.0,5150.0,5197.472222222223
0,5200.0,5085.0,5143.379248658319
0,5175.5,5077.5,5134.638468013468
0,5152.5,5094.0,5128.1269035533
0,5179.0,5090.0,5147.611473880597
0,5128.0,5111.0,5119.899425287356
0,5172.0,5073.0,5114.989981785064
0,5205.0,5080.0,5160.743103448276
0,5198.0,5064.0,5150.98347826087
0,5261.5,5150.0,5231.307228915663
0,5283.0,5155.0,5186.377216312057
0,5270.0,5090.0,5180.672711571675
0,5122.0,5042.0,5067.776559865093
0,5170.0,5085.0,5139.296075085324
0,5220.0,5150.0,5190.122115384615
0,5175.0,5122.0,5148.810153583618
0,5144.0,5043.5,5096.286616161616
0,5102.0,5023.0,5062.316666666667
0,5139.5,5021.5,5068.5052173913045
0,5134.0,5050.0,5111.358506944444
0,5190.0,5100.0,5140.112024221453
0,5204.5,5100.0,5147.892796610169
0,5150.0,5080.0,5123.787326388889
0,5233.0,5105.0,5183.064862542956
0,5216.5,5120.0,5182.606164383562
0,5180.0,5123.0,5156.657169117647
0,5180.0,5056.5,5089.6454081632655
0,5087.0,4981.5,5034.8279932546375
0,5090.0,5010.0,5056.898384353742
0,5075.0,5000.0,5019.581597222223
0,5115.0,5015.0,5065.873706896552
0,5156.0,5075.0,5125.262411347518
0,5195.0,5090.0,5163.850427350428
0,5154.5,5085.0,5116.16722972973
0,5170.5,5035.0,5126.483564013841
0,5266.0,5170.0,5220.634778911564
0,5295.0,5198.0,5229.768998272884
0,5259.0,5169.0,5217.589743589743
0,5318.5,5215.0,5285.160234899329
0,5328.0,5234.0,5288.283995815899
0,5322.0,5255.0,5286.006802721088
0,5302.0,5207.0,5240.584832904884
0,5324.0,5246.0,5285.149791231733
0,5319.0,5247.5,5271.311057692307
0,5313.0,5245.0,5276.266228070175
0,5340.0,5294.0,5319.718579234973
0,5376.0,5295.0,5333.037280701755
0,5380.0,5276.0,5306.78595890411
0,5309.0,5225.0,5280.120659722223
0,5310.0,5237.0,5277.519439421339
0,5325.0,5209.0,5277.15764604811
0,5244.0,5187.5,5215.049137931034
0,5255.0,5210.0,5228.69527145359
0,5308.0,5223.0,5285.871527777777
0,5316.0,5248.0,5269.338487972509
0,5300.0,5220.0,5266.549740484429
0,5289.0,5184.0,5230.55412371134
0,5281.0,5184.0,5248.220093457944
0,5283.0,5164.0,5204.950606585789
0,5233.0,5178.5,5210.96786971831
0,5254.0,5150.5,5211.171739130435
0,5270.0,5137.0,5207.78125
0,5200.0,5135.0,5176.839597902098
0,5223.5,5164.5,5198.363675958188
0,5278.5,5207.5,5248.016414141414
0,5340.0,5270.5,5294.558159722223
0,5313.0,5200.0,5276.723214285715
0,5290.0,5225.0,5245.713414634146
0,5260.0,5222.0,5236.97030651341
0,5286.5,5183.5,5220.028293918919
0,5258.0,5183.5,5221.390306122449
0,5246.0,5125.0,5174.867094017094
0,5220.0,5150.0,5185.841506129597
0,5186.0,5114.0,5154.691025641026
0,5203.0,5125.0,5162.922711571675
0,5217.0,5117.0,5160.285651408451
0,5220.0,5131.0,5173.870323129252
0,5249.5,5142.0,5220.392547660312
0,5219.0,5219.0,5219.0
0,5219.0,5089.5,5132.170608108108
0,5238.5,5100.0,5182.212844036697
0,5250.0,5184.5,5205.711571675302
0,5250.0,5150.0,5191.683216168717
0,5228.5,5119.0,5185.055041152264
0,5270.5,5174.0,5231.30102915952
0,5288.0,5245.0,5267.594931271477
0,5295.0,5250.5,5272.819865319865
0,5303.0,5216.0,5265.8084532374105
0,5290.0,5209.0,5236.0931034482755
0,5252.5,5194.0,5229.284031413613
0,5240.0,5143.0,5174.287606837607
0,5217.0,5137.0,5177.867622259697
0,5250.0,5172.5,5191.21704745167
0,5217.0,5117.0,5172.8315412186375
0,5190.0,5065.5,5126.26946366782
0,5092.0,5050.0,5076.489876760564
0,5082.0,5017.0,5041.968112244898
0,5096.5,4995.0,5066.697413793104
0,5064.0,5064.0,5064.0
0,5080.5,5080.5,5080.5
0,5060.0,4965.0,5002.044642857143
0,5055.0,4955.0,4997.351480836237
0,4930.0,4853.0,4889.141493055556
0,4960.0,4906.0,4940.186842105263
0,4955.0,4907.5,4935.52108433735
0,4905.0,4832.0,4876.09
0,4901.0,4775.5,4836.707843137255
0,4805.0,4574.5,4664.407834101383
0,4781.0,4640.0,4709.870347394541
0,4800.0,4703.5,4737.857632093934
0,4717.0,4623.0,4652.761488970588
0,4688.5,4554.5,4614.115831842576
0,4648.0,4500.0,4596.6665232358
0,4650.0,4512.0,4582.597321428571
0,4653.0,4552.0,4631.027486910994
0,4563.0,4426.5,4497.6641541038525
0,4590.0,4517.5,4559.351018675721
0,4673.0,4560.0,4627.717317487267
0,4711.5,4617.5,4656.9941275167785
0,4655.0,4498.0,4598.323305084746
0,4600.0,4387.0,4468.92516722408
0,4500.0,4415.5,4447.130136986301
0,4625.0,4492.0,4555.208083832335
0,4645.0,4546.0,4577.260593220339
0,4636.5,4485.5,4550.137945670628
0,4524.0,4383.0,4474.885714285714
0,4455.5,4194.0,4306.597826086957
0,4355.0,4151.5,4278.733079526227
0,4231.0,3952.0,4138.057757166947
0,4101.0,3835.0,3949.7702702702704
0,4201.0,3885.0,4096.053119730185
0,4310.0,4122.0,4249.241962774958
0,4250.0,4032.5,4137.668515358362
0,4069.0,3825.0,3993.5621848739497
0,3984.0,3769.0,3894.752107925801
0,3835.0,3603.5,3710.078656462585
0,3995.0,3750.0,3885.983613445378
0,4015.5,3833.0,3916.1583191850596
0,4225.0,3948.0,4098.090986394558
0,4273.0,4115.0,4166.469379194631
0,4297.0,4137.5,4218.740598290598
0,4300.0,4020.0,4170.4
0,4090.5,3985.5,4046.49162479062
0,4097.0,3929.0,3989.3823529411766
0,4142.0,3868.0,3996.9834465195245
0,4201.5,4054.0,4119.164965986394
0,4231.0,4070.0,4173.725969645869
0,4355.0,4171.5,4229.274706867672
0,4325.0,4180.0,4227.28714524207
0,4284.0,4138.5,4191.591370558375
0,4239.0,4110.0,4195.218227424749
0,4354.0,4251.5,4302.330564784053
0,4333.0,4312.0,4322.103448275862
0,4442.5,4280.0,4377.9425
0,4488.0,4357.0,4406.977465986394
0,4476.0,4328.0,4422.943644067796
0,4449.0,4375.0,4420.2279286927
0,4494.0,4368.5,4426.4358974358975
0,4471.0,4230.0,4413.922061328791
0,4470.0,4252.5,4351.421367521368
0,4296.5,4179.5,4227.336294416244
0,4266.0,4175.5,4216.700342465753
0,4224.5,4155.0,4185.849370503597
0,4180.0,3982.0,4077.4759696458686
0,4078.0,3982.5,4031.779288702929
0,4069.0,3916.0,3980.435185185185
0,4145.0,3975.0,4067.534188034188
0,4108.0,4034.0,4067.565834767642
0,4202.0,4171.0,4183.3
0,4267.5,4155.0,4221.108407079646
