,High,Low,Mean
0,4977.5,4910.0,4956.168189368771
0,4998.0,4952.0,4980.563174946004
0,5025.0,4974.5,4997.503001715266
0,5010.0,4974.5,4982.999155405405
0,5000.0,4952.5,4967.606661045531
0,4996.5,4950.0,4973.993288590604
0,4972.5,4942.0,4957.626672240803
0,4957.0,4889.0,4918.066152597403
0,4880.0,4796.5,4824.817023026316
0,4870.0,4812.5,4850.204844006568
0,4879.0,4822.0,4848.12707641196
0,4849.0,4806.0,4832.95894909688
0,4887.5,4822.0,4850.285234899329
0,4874.0,4828.5,4857.538397328882
0,4890.0,4834.0,4850.427204658902
0,4869.5,4783.5,4812.965573770492
0,4835.0,4777.5,4800.295826513911
0,4827.5,4766.5,4804.3702479338845
0,4865.0,4793.0,4850.446515397082
0,4891.5,4846.5,4866.895416666666
0,4934.5,4888.5,4904.528512396694
0,4927.0,4888.0,4908.738768718802
0,4932.5,4892.5,4901.215416666667
0,4965.0,4877.5,4901.02242524917
0,4913.5,4862.0,4885.597591362126
0,4914.0,4859.5,4903.558823529412
0,4925.0,4851.0,4873.588283828383
0,4940.0,4875.5,4884.725293132328
0,4908.5,4867.5,4894.514119601329
0,4969.5,4883.0,4939.588235294118
0,4980.0,4955.0,4966.2722405271825
0,4989.0,4969.0,4979.308580858085
0,5006.5,4978.0,4987.454849498327
0,5025.0,4980.5,4987.702521008403
0,5005.5,4966.5,4977.720686767169
0,5009.0,4965.0,4992.829679595278
0,5025.0,4967.5,4985.898226351352
0,5025.0,4962.5,4983.39397689769
0,5021.5,4958.5,4987.106496710527
0,5025.0,5001.0,5010.702838063439
0,5068.0,4991.5,5008.07025862069
0,5045.5,4979.0,5000.420741989882
0,5032.5,4942.5,5007.894378194208
0,5020.0,4981.0,5010.547881355932
0,5033.0,4980.0,5000.044117647059
0,5094.0,5040.0,5052.162547528517
0,5073.5,5045.5,5056.017910447761
0,5072.0,5014.0,5063.104651162791
0,5111.0,5011.0,5057.653451492537
0,5083.5,4983.5,5053.455769230769
0,5115.0,5009.5,5090.564070351758
0,5104.0,5071.5,5082.688552188552
0,5109.5,5088.5,5095.537332214765
0,5124.5,5069.0,5112.894102990033
0,5134.0,5098.0,5122.387583892618
0,5175.0,5075.0,5095.215890183028
0,5140.0,5046.0,5058.245024875622
0,5106.0,5006.0,5081.89732888147
0,5132.0,5081.5,5110.37013536379
0,5166.0,5081.5,5127.311990212072
0,5172.0,5072.0,5151.887335526316
0,5198.0,5161.0,5183.233416252073
0,5208.0,5178.0,5189.369384359401
0,5243.5,5178.5,5230.126241721854
0,5244.0,5020.0,5144.3808139534885
0,5247.5,5158.0,5216.50737704918
0,5257.0,5231.5,5246.1795302013425
0,5257.5,5219.5,5235.821666666667
0,5255.5,5228.5,5244.976890756303
0,5285.0,5206.0,5265.503344481605
0,5266.0,5220.5,5239.258305647841
0,5259.0,5211.0,5228.32702020202
0,5269.0,5188.0,5211.844417077175
0,5250.0,5189.0,5216.621087314662
0,5254.0,5172.0,5222.316053511706
0,5242.0,5164.5,5216.860426929393
0,5274.5,5225.0,5255.686661073825
0,5273.0,5220.0,5260.4792703150915
0,5265.0,5242.5,5255.3178327645055
0,5282.0,5250.5,5262.910833333333
0,5296.5,5251.0,5284.402542372882
0,5297.0,5224.0,5280.028333333334
0,5321.5,5251.5,5299.098662207358
0,5368.0,5300.5,5315.358514190317
0,5343.0,5292.5,5312.746218487395
0,5346.5,5291.0,5320.897783251232
0,5359.0,5299.0,5336.38567839196
0,5375.0,5304.5,5347.821368948247
0,5392.0,5331.0,5379.929765886288
0,5392.5,5352.5,5368.8357418111755
0,5413.5,5338.0,5358.597268211921
0,5393.0,5339.0,5358.2181034482755
0,5392.5,5321.5,5344.153494176373
0,5378.0,5286.0,5311.323261589404
0,5331.0,5274.5,5288.851575456053
0,5325.0,5279.5,5311.861298482293
0,5368.5,5285.5,5332.200847457627
0,5354.0,5286.0,5311.634422110553
0,5326.5,5278.0,5289.394003378378
0,5311.0,5247.5,5268.502533783784
0,5308.0,5232.5,5266.25505050505
0,5278.5,5225.0,5266.805872756933
0,5308.5,5246.5,5294.928810720268
0,5347.5,5247.0,5331.2636876006445
0,5341.0,5286.5,5330.29044117647
0,5370.0,5282.0,5335.669795221843
0,5560.5,5328.0,5357.984685430463
0,5380.5,5311.5,5366.3829697986575
0,5419.5,5341.5,5354.094856661046
0,5377.5,5296.0,5354.265254237288
0,5444.5,5390.0,5402.162946428572
0,5440.0,5359.0,5374.184968017057
0,5423.5,5356.0,5371.545808966862
0,5430.0,5330.0,5402.319892473119
0,5450.0,5367.0,5433.385572139304
0,5475.0,5391.5,5449.197478991597
0,5508.0,5434.5,5456.295943708609
0,5463.0,5386.0,5414.532554257095
0,5439.0,5378.5,5400.883855024712
0,5451.0,5351.0,5425.258735440932
0,5490.5,5390.5,5471.06561461794
0,5528.0,5428.0,5482.029801324504
0,5521.0,5465.5,5500.24375
0,5542.5,5453.5,5508.488095238095
0,5532.5,5483.0,5506.301409618573
0,5536.0,5444.5,5520.893790849673
0,5541.5,5496.5,5511.44983277592
0,5564.0,5436.5,5467.483660130719
0,5470.5,5374.5,5391.670641447368
0,5414.5,5361.0,5384.246732026144
0,5412.0,5369.0,5401.367380560132
0,5422.0,5380.0,5407.475630252101
0,5434.5,5328.5,5371.08803986711
0,5375.0,5250.5,5301.5997536945815
0,5305.5,5230.0,5280.2520559210525
0,5330.5,5267.0,5293.850081699346
0,5315.5,5268.5,5293.863144758736
0,5315.5,5166.0,5208.120689655172
0,5241.0,5154.5,5209.720588235294
0,5220.5,5132.5,5152.796434494196
0,5223.0,5117.0,5187.128964941569
0,5265.0,5183.5,5202.2417491749175
0,5242.5,5186.0,5226.180213464696
0,5242.5,5171.5,5197.0575
0,5244.5,5161.5,5198.2989309210525
0,5324.5,5179.5,5292.9238952536825
0,5366.0,5266.0,5333.128836833603
0,5395.5,5305.0,5351.478013029316
0,5453.0,5320.5,5408.373360655738
0,5477.0,5414.0,5440.661475409836
0,5485.0,5423.0,5452.177325581395
0,5517.0,5448.0,5475.563106796117
0,5525.0,5446.0,5460.931557377049
0,5523.0,5423.0,5454.582220367279
0,5483.5,5423.0,5464.271615008157
0,5496.5,5426.5,5479.443238731219
0,5479.0,5429.0,5452.663079470199
0,5488.0,5398.0,5423.467781402936
0,5492.0,5455.0,5473.586846543002
0,5539.5,5461.0,5516.973509933775
0,5524.0,5447.5,5501.800416666667
0,5547.5,5494.0,5521.406198347107
0,5552.5,5481.5,5536.069679054054
0,5600.0,5510.5,5525.9315789473685
0,5572.0,5527.5,5537.022765598651
0,5572.0,5483.5,5534.822033898305
0,5538.0,5438.0,5490.736688851914
0,5509.0,5428.0,5463.35678807947
0,5504.5,5405.0,5472.063106796117
0,5546.5,5446.5,5517.559016393443
0,5583.5,5483.5,5519.389632107023
0,5564.0,5465.5,5529.51590538336
0,5590.0,5512.0,5553.055463576159
0,5576.5,5476.5,5514.855848434926
0,5582.5,5482.5,5518.986577181208
0,5564.0,5441.0,5537.6082974137935
0,5565.5,5500.0,5524.258639308855
0,5570.5,5470.5,5529.200909090909
0,5595.5,5495.5,5523.891379310345
0,5565.0,5454.5,5544.80938538206
0,5583.0,5483.0,5548.320168067227
0,5599.0,5516.5,5549.891122278057
0,5599.0,5517.0,5586.49031986532
0,5640.5,5544.5,5597.953767123287
0,5617.0,5593.5,5604.206632653061
0,5649.0,5549.0,5612.762959866221
0,5680.5,5581.5,5640.309380378658
0,5694.0,5594.0,5616.62292358804
0,5696.0,5566.0,5669.346590909091
0,5726.0,5642.5,5707.029050736498
0,5754.5,5684.5,5712.917213114754
0,5751.0,5667.5,5711.490863787375
0,5783.0,5702.0,5739.445234113712
0,5777.0,5682.5,5700.5760690789475
0,5740.5,5685.5,5715.796952224053
0,5780.5,5680.5,5728.49792358804
0,5786.0,5684.5,5700.139534883721
0,5755.5,5688.5,5721.122043918919
0,5752.5,5685.5,5701.13768718802
0,5722.0,5625.0,5646.781758957654
0,5701.5,5627.0,5686.2672697368425
0,5721.0,5641.5,5699.154859967051
0,5699.0,5610.5,5634.510146103896
0,5669.0,5584.0,5640.2545304777595
0,5693.5,5610.0,5662.6852310231025
0,5733.0,5641.5,5710.070554649266
0,5778.5,5670.5,5757.525485436893
0,5824.5,5752.0,5771.267441860465
0,5779.0,5725.0,5758.810200668896
0,5798.0,5686.0,5770.289495114007
0,5818.0,5715.0,5766.775947281713
0,5779.5,5692.5,5731.4570626003215
0,5777.5,5726.0,5759.090567612688
0,5767.5,5706.5,5728.6875
0,5767.5,5662.0,5706.967821782178
0,5800.0,5705.5,5773.047364085667
0,5845.0,5742.5,5774.897131147541
0,5801.0,5738.5,5762.765886287625
0,5811.5,5733.0,5774.322553897181
0,5818.0,5750.0,5777.110197368421
0,5821.5,5732.0,5787.286837748345
0,5843.5,5767.0,5822.793032786885
0,5879.0,5816.5,5834.810810810811
0,5875.0,5819.5,5853.810720268007
0,5869.5,5800.5,5836.1077302631575
0,5900.0,5811.5,5833.454132231405
0,5869.0,5817.5,5837.367213114754
0,5898.5,5844.0,5859.591596638656
0,5887.5,5759.5,5818.9249174917495
0,5838.0,5728.0,5805.05433006536
0,5866.0,5783.0,5835.3196517412935
0,5861.5,5784.0,5831.027272727273
0,5909.0,5809.0,5889.491694352159
0,5911.5,5809.5,5832.367696160267
0,5877.5,5793.0,5814.009551495016
0,5862.0,5802.0,5849.411037891268
0,5925.5,5838.5,5885.224683544304
0,5968.5,5912.0,5951.258849557522
0,5990.0,5906.0,5967.191682600383
0,5994.0,5920.0,5981.457350272232
0,6028.0,5960.0,5981.028175313059
0,6059.0,5964.0,6030.470049916806
0,6048.5,5967.5,6026.940756302521
0,6044.0,5965.5,5987.194166666667
0,6048.5,5967.0,6008.07095709571
0,6066.0,5974.0,6015.252454991817
0,6054.0,5964.5,6034.500415282392
0,6059.5,6034.5,6046.333333333333
0,6074.5,5943.5,6019.921617161716
0,6020.0,5930.0,5972.358714043993
0,6000.0,5918.0,5970.256441223833
0,6053.0,5929.5,6014.743791390729
0,6053.0,5966.5,5999.210084033613
0,6044.0,5927.5,6019.054347826087
0,6053.0,5978.5,6013.761983471074
0,6060.0,5979.0,6030.1138613861385
0,6109.0,6009.0,6063.901315789473
0,6086.5,6006.5,6064.604958677686
0,6083.0,6025.0,6057.5008333333335
0,6094.5,6012.5,6061.870447019867
0,6064.0,5978.0,6002.980263157895
0,6051.5,5970.0,6013.4625
0,6075.0,5985.5,6052.51393442623
0,6110.0,6019.5,6090.192751235585
0,6125.0,6077.5,6105.219166666667
0,6147.0,6033.0,6122.0413907284765
0,6151.0,6097.0,6127.698675496688
0,6135.5,6083.0,6110.927378964941
0,6138.5,6080.0,6116.627916666666
0,6138.5,6028.0,6061.673966942149
0,6110.0,6019.0,6041.365733113674
0,6094.0,5985.0,6068.045016077171
0,6130.0,6009.0,6053.887581168831
0,6048.0,5965.0,6029.442495921697
0,6107.0,5975.5,6059.963804713805
0,6149.0,6055.0,6087.676108374384
0,6114.0,6014.0,6088.305646481178
0,6138.0,6059.0,6105.011231281198
0,6140.0,6029.0,6097.6553278688525
0,6079.5,5909.5,5972.164227642276
0,5936.0,5756.0,5846.320491803279
0,5890.5,5794.5,5849.559369951535
0,5895.0,5673.5,5817.655838815789
0,5761.5,5625.0,5686.3692
0,5725.0,5618.5,5678.642100977198
0,5675.0,5506.0,5598.602124183007
0,5860.0,5474.0,5627.511712439418
0,5724.5,5564.0,5608.995081967213
0,5707.5,5549.5,5631.768790849673
0,5800.5,5648.5,5739.40190397351
0,5823.0,5638.0,5720.099246231156
0,5741.0,5590.5,5687.8342927631575
0,5767.5,5675.0,5705.807443365696
0,5800.0,5696.5,5773.120279146141
0,5808.5,5731.0,5762.631031613977
0,5805.0,5651.5,5695.925
0,5733.5,5639.5,5693.306425041186
0,5730.0,5534.5,5606.582654723127
0,5679.5,5548.5,5642.9592927631575
0,5685.5,5599.5,5651.005569306931
0,5630.0,5481.0,5526.496759259259
0,5583.0,5488.0,5528.645318021201
0,5652.0,5456.0,5596.049061433447
0,5718.0,5587.0,5656.83375
0,5682.0,5605.0,5658.3960720130935
0,5695.0,5597.0,5629.812911184211
0,5729.5,5621.5,5654.478827361563
0,5749.5,5646.0,5717.021207177814
0,5754.0,5654.0,5701.785478547855
0,5764.0,5672.0,5699.97
0,5752.0,5652.5,5692.150741350906
0,5714.0,5639.0,5681.255275974026
0,5805.0,5670.0,5755.077922077922
0,5877.0,5743.0,5846.376404494382
0,5897.0,5797.0,5868.504038772213
0,5938.5,5858.0,5874.395833333333
0,5897.5,5822.0,5850.562186978297
0,5908.0,5801.0,5877.792207792208
0,5927.0,5862.0,5890.590277777777
0,5930.0,5860.5,5886.037521079258
0,5918.0,5846.0,5880.363970588235
0,5918.0,5843.0,5880.490180032733
0,5903.0,5750.5,5791.2578125
0,5832.0,5686.5,5741.159128289473
0,5746.0,5646.0,5690.555189456342
0,5731.0,5650.0,5679.995528455284
0,5785.0,5645.5,5707.318923327895
0,5829.0,5731.5,5784.879918032787
0,5817.0,5692.5,5734.448360655738
0,5840.0,5679.0,5769.791871921182
0,5881.0,5815.0,5843.479304635762
0,5897.0,5834.0,5862.258305647841
0,5936.5,5836.5,5910.777549342105
0,5978.0,5896.0,5926.434782608696
0,5992.5,5914.5,5942.848169717138
0,5975.5,5855.0,5911.529146141215
0,5945.5,5821.5,5902.943126022913
0,5971.0,5822.0,5869.473316912972
0,5891.5,5783.5,5858.800826446281
0,5910.0,5810.0,5835.519453642384
0,5890.0,5804.0,5832.143801652893
0,5878.5,5762.5,5827.421926910299
0,5889.0,5752.5,5799.588114754099
0,5890.0,5797.0,5827.539800995025
0,5893.0,5799.5,5859.812083333333
0,5927.0,5838.5,5868.99077181208
0,5919.0,5861.0,5889.550638686132
0,5951.5,5900.0,5915.382352941177
0,5950.0,5911.5,5930.2339527027025
0,5972.5,5872.5,5923.8564356435645
0,5953.5,5879.0,5916.712542087542
0,5952.0,5864.0,5898.898411371238
0,5937.0,5837.0,5876.850589225589
0,5919.0,5867.0,5884.222222222223
0,5950.0,5888.0,5915.493852459016
0,5956.0,5881.0,5926.768442622951
0,5956.5,5900.5,5926.6825
0,5975.5,5880.0,5945.083196046128
0,5998.0,5909.5,5971.7347972972975
0,5998.5,5954.0,5976.168614357262
0,5998.5,5929.0,5958.075166112957
0,5985.0,5855.0,5882.4396411092985
0,5902.0,5841.0,5883.576342281879
0,5913.5,5858.5,5885.2350917431195
0,5962.0,5807.5,5901.46679316888
0,5983.0,5906.0,5935.59927140255
0,5986.0,5886.0,5947.965830449827
0,5966.0,5866.0,5918.643634840871
0,5952.0,5859.0,5930.2818708609275
0,5971.0,5839.0,5892.361386138614
0,5918.0,5853.5,5885.153278688525
0,5955.5,5866.5,5914.006177924218
0,5960.0,5852.0,5880.753719008265
0,5900.0,5805.0,5857.641970198675
0,5912.0,5840.0,5878.891970198675
0,5976.5,5874.0,5952.047996661102
0,6011.0,5908.0,5989.811036789298
0,6038.0,5977.5,6007.748338870432
0,6031.5,5947.5,5995.535058430718
0,6000.0,5924.0,5950.546052631579
0,5999.0,5946.5,5978.214401294498
0,6044.0,5999.0,6025.483361064892
0,6080.0,6001.5,6026.238673139159
0,6069.5,6010.0,6049.61717428088
0,6102.0,6019.0,6076.684583333334
0,6138.5,6065.5,6086.663240131579
0,6147.0,6086.5,6117.425041876047
0,6193.0,6121.5,6159.860593220339
0,6230.0,6170.0,6194.723154362416
0,6242.0,6124.0,6166.87625
0,6200.0,6140.0,6162.83978583196
0,6206.0,6125.0,6164.167642140468
0,6216.0,6150.5,6182.028523489933
0,6216.5,6143.5,6173.123316498317
0,6216.5,6150.0,6188.118090452262
0,6233.0,6156.5,6218.33781512605
0,6259.5,6191.5,6230.10883797054
0,6260.0,6144.5,6182.519550748752
0,6225.0,6119.0,6139.512831125828
0,6175.0,6119.0,6143.08872305141
0,6198.5,6101.5,6169.906300484653
0,6195.0,6118.5,6157.423327895595
0,6205.0,6105.5,6165.760726072607
0,6248.0,6104.5,6210.0172697368425
0,6263.5,6209.0,6247.643852459017
0,6283.0,6220.5,6238.38093289689
0,6266.0,6218.0,6241.946994991653
0,6248.0,6200.0,6233.795798319327
0,6277.5,6185.5,6220.812603648425
0,6261.5,6179.5,6209.589460784314
0,6253.0,6187.5,6227.919554455446
0,6279.5,6215.0,6252.735099337749
0,6295.0,6188.0,6229.910416666667
0,6252.5,6156.5,6190.06875
0,6258.5,6207.5,6225.120833333333
0,6255.5,6161.5,6215.40823817292
0,6200.0,6129.5,6155.385942760943
0,6191.0,6081.0,6114.578726968174
0,6174.0,6062.0,6105.88754180602
0,6089.0,6024.0,6048.8871499176275
0,6110.0,5994.5,6076.186170212766
0,6135.0,6051.0,6094.335655737705
0,6117.5,5991.5,6071.076645264848
0,6075.0,5984.5,6043.508373205742
0,6107.0,6005.0,6079.270491803279
0,6133.5,6043.5,6094.9405158069885
0,6152.0,6080.5,6125.765468227425
0,6181.0,6100.0,6136.692179700499
0,6234.5,6170.0,6184.75
0,6230.0,6150.0,6174.1075
0,6219.5,6154.0,6195.831578947368
0,6530.0,6193.0,6233.126334519573
0,6298.0,6198.0,6271.397254575707
0,6297.5,6208.0,6273.269616026711
0,6280.0,6207.0,6228.882838283828
0,6256.0,6189.5,6232.531772575251
0,6217.0,6175.0,6197.774410774411
0,6229.0,6140.0,6194.89950166113
0,6272.5,6143.5,6241.273265651438
0,6276.5,6214.0,6252.568652849741
0,6276.5,6211.0,6232.011589403974
0,6331.5,6209.0,6294.879614093959
0,6335.0,6290.5,6316.631383855025
0,6332.0,6266.0,6284.835526315789
0,6326.0,6211.5,6263.953719008265
0,6273.0,6173.0,6226.674304418985
0,6222.0,6160.0,6206.034257748776
0,6215.0,6115.0,6161.184210526316
0,6250.0,6127.5,6182.177235772358
0,6294.0,6201.0,6223.242963576159
0,6320.5,6240.0,6266.592409240924
0,6301.0,6201.0,6244.919055649241
0,6236.5,6157.0,6199.101081530782
0,6257.0,6162.5,6224.762788778878
0,6255.0,6161.5,6198.972591362126
0,6265.5,6177.0,6241.881362889983
0,6254.0,6179.0,6208.363075657895
0,6314.0,6172.0,6280.891142384106
0,6357.0,6240.0,6294.4061475409835
0,6294.0,6194.5,6234.219008264463
0,6266.5,6166.5,6224.843596059113
0,6281.0,6181.0,6219.5066777963275
0,6270.0,6170.0,6211.261083743842
0,6286.5,6137.5,6257.806
0,6312.0,6225.0,6292.023671096345
0,6349.5,6249.5,6294.5630081300815
0,6351.5,6265.0,6325.083060556465
0,6375.0,6294.0,6340.603547854786
0,6418.0,6314.0,6340.182231404959
0,6380.0,6348.0,6366.978278688524
0,6380.5,6320.0,6344.311026936027
0,6380.5,6321.0,6351.194117647059
0,6406.0,6329.5,6378.058305369127
0,6443.0,6370.0,6400.263436482085
0,6435.0,6388.0,6407.805463576159
0,6440.0,6379.0,6422.789983164983
0,6434.5,6371.0,6405.176202321724
0,6429.5,6333.0,6374.157937806874
0,6400.5,6342.0,6376.578074433657
0,6424.0,6324.0,6366.0602159468435
0,6432.0,6332.0,6413.463404605263
0,6434.5,6240.5,6309.659128289473
0,6285.0,6120.5,6187.245921696574
0,6205.0,6009.5,6128.272943037975
0,6138.0,6039.0,6089.879885993485
0,6118.5,5963.0,6010.980210016155
0,6125.0,6001.5,6076.798217179903
0,6169.5,6068.0,6137.88666121113
0,6240.0,6104.5,6205.484602917342
0,6273.0,6188.5,6220.874796084829
0,6324.0,6236.5,6263.301162790698
0,6302.0,6165.0,6220.863718411552
0,6192.0,5987.0,6074.71885665529
0,6161.5,5994.0,6114.539649415693
0,6193.0,6100.0,6133.448220064725
0,6219.0,6120.5,6183.007450331126
0,6239.5,6170.0,6202.900409836066
0,6325.0,6200.0,6270.399014778325
0,6386.0,6293.5,6330.6919275123555
0,6378.0,6319.0,6354.254552980133
0,6379.5,6294.5,6357.146076794657
0,6373.0,6301.5,6328.414583333333
0,6375.5,6269.5,6305.92933006536
0,6358.5,6260.0,6329.157178217822
0,6376.0,6307.0,6329.7101328903655
0,6379.5,6279.5,6337.682333873582
0,6394.5,6285.0,6361.863344051447
0,6409.0,6363.0,6376.8922056384745
0,6427.0,6354.0,6392.350331674958
0,6474.5,6380.0,6428.424918831169
0,6461.0,6394.0,6440.367200674536
0,6461.5,6388.5,6412.777083333333
0,6483.0,6399.0,6449.374584717608
0,6534.5,6468.5,6511.1768394648825
0,6568.0,6460.0,6498.9873983739835
0,6533.0,6452.5,6478.3128099173555
0,6502.0,6397.5,6432.811582381729
0,6522.5,6420.5,6495.118616144975
0,6514.0,6437.0,6491.048922056385
0,6538.5,6417.5,6456.223509933775
0,6505.0,6440.0,6473.325370675453
0,6524.0,6424.0,6499.123322147651
0,6535.0,6419.0,6447.859663865546
0,6486.5,6397.0,6466.289884868421
0,6524.5,6400.5,6426.638935108153
0,6498.5,6397.0,6470.832786885246
0,6552.0,6451.0,6524.983498349835
0,6622.5,6530.0,6592.156454248366
0,6649.0,6540.0,6573.905896607432
0,6605.0,6531.0,6567.016169154229
0,6607.0,6502.5,6549.953478964401
0,6590.5,6460.0,6527.405284552846
0,6609.5,6529.5,6565.974755700326
0,6610.5,6517.5,6562.39593495935
0,6623.0,6530.5,6570.997572815534
0,6623.0,6556.5,6582.8516666666665
0,6667.5,6569.5,6635.114462809917
0,6683.5,6613.5,6657.9445350734095
0,6684.0,6601.5,6628.828903654485
0,6648.0,6614.5,6634.978583196046
0,6677.5,6561.0,6595.135737439222
0,6607.0,6528.0,6558.978896103896
0,6620.0,6518.5,6595.828595317726
0,6637.0,6535.0,6564.303156146179
0,6655.0,6566.5,6632.285123966943
0,6680.0,6579.5,6640.981017770598
0,6680.0,6636.5,6656.786764705882
0,6684.0,6586.5,6653.646035598706
0,6661.5,6516.5,6581.715573770492
0,6582.0,6480.5,6534.070211038961
0,6694.0,6455.0,6492.920943708609
0,6636.0,6550.0,6595.482142857143
0,6679.5,6510.5,6594.67205323194
0,6608.5,6525.0,6569.124769797421
0,6699.5,6600.0,6659.534263959391
0,6780.5,6668.5,6737.706486042693
0,6807.5,6732.5,6769.70894909688
0,6784.0,6686.5,6730.886252045827
0,6752.0,6674.0,6714.03294892916
0,6704.0,6601.0,6642.853448275862
0,6680.0,6560.5,6619.155058043118
0,6651.0,6524.5,6591.375
0,6629.5,6575.0,6604.595867768595
0,6619.5,6530.0,6557.415032679739
0,6626.0,6529.5,6600.395081967213
0,6654.0,6551.0,6595.687703583062
0,6668.0,6581.0,6621.219105691057
0,6679.0,6573.5,6662.069218241042
0,6713.5,6630.0,6690.708193979933
0,6724.0,6650.0,6691.246262458471
0,6723.0,6635.0,6692.942880794702
0,6752.0,6661.5,6735.8807003257325
0,6759.0,6643.0,6702.4432565789475
0,6654.0,6560.0,6623.3298045602605
0,6733.0,6616.0,6666.129464285715
0,6780.0,6728.5,6745.015188834154
0,6765.0,6701.0,6727.362646566165
0,6767.0,6647.0,6676.641286644951
0,6697.0,6554.5,6620.184887459807
0,6677.0,6515.5,6639.086429725364
0,6710.5,6562.0,6650.5930327868855
0,6643.5,6550.5,6617.8964110929855
0,6670.0,6504.5,6578.1138613861385
0,6551.0,6442.0,6500.897082658023
0,6507.0,6179.0,6393.421052631579
0,6320.0,6175.5,6243.095179738562
0,6262.5,6164.0,6218.389802631579
0,6376.0,6191.0,6321.430354267311
0,6424.0,6193.5,6268.852491961415
0,6328.5,6208.5,6302.676470588235
0,6356.0,6215.0,6281.251639344262
0,6253.0,6152.0,6214.428217821782
0,6358.5,6159.0,6264.580775444265
0,6425.0,6313.0,6371.019262295082
0,6434.5,6241.0,6322.329077429984
0,6336.5,6045.0,6137.954582651391
0,6253.5,6077.0,6179.214462809918
0,6281.0,6142.5,6220.0388429752065
0,6214.5,6062.0,6103.921009771987
0,6160.0,5842.0,5959.329187396352
0,6162.0,5840.0,5968.881383855025
0,6186.0,6050.0,6129.746317512275
0,6148.5,6050.5,6091.647783251232
0,6229.0,6093.0,6172.9967532467535
0,6313.0,6158.5,6259.626633986928
0,6265.0,6186.0,6227.9077868852455
0,6289.0,6100.5,6185.224095394737
0,6166.0,6070.5,6129.128676470588
0,6243.0,6110.5,6186.5304166666665
0,6339.0,6155.0,6279.796019900497
0,6375.0,6282.0,6333.100574712644
0,6397.5,6285.0,6333.425664451827
0,6443.0,6273.0,6346.3866231647635
0,6355.0,6225.5,6297.417345276873
0,6351.5,6184.5,6290.830991735537
0,6306.0,6195.5,6256.2868421052635
0,6357.0,6253.0,6305.440721649485
0,6394.0,6308.5,6351.252941176471
0,6450.0,6357.5,6397.091379310345
0,6408.0,6280.0,6347.560960591133
0,6369.5,6212.0,6267.4217758985205
0,6369.0,6198.5,6299.807657657658
0,6582.0,6360.0,6505.269329896907
0,6582.0,6462.0,6487.309602649007
0,6550.0,6446.5,6521.1529850746265
0,6560.0,6492.0,6535.133304195804
0,6560.0,6426.5,6467.849749582638
0,6547.5,6462.0,6511.5197693574955
0,6569.5,6444.0,6545.457307060756
0,6576.0,6466.5,6513.241776315789
0,6576.5,6452.5,6530.610016420361
0,6625.0,6545.0,6582.778048780488
0,6602.0,6552.0,6583.764681892333
0,6647.5,6562.5,6617.045
0,6662.0,6606.0,6630.330833333333
0,6680.0,6578.5,6626.909317803661
0,6678.5,6563.0,6637.575928917609
0,6706.5,6638.0,6659.201782820097
0,6786.5,6679.0,6745.424267100977
0,6792.0,6710.5,6736.344006568144
0,6802.0,6676.5,6760.23352553542
0,6732.5,6644.0,6662.051145662847
0,6736.5,6613.5,6693.111710963455
0,6770.0,6625.0,6683.920812603648
0,6659.5,6561.0,6627.642083333333
0,6607.0,6430.0,6488.60056542811
0,6603.0,6453.5,6567.793585526316
0,6607.0,6494.0,6554.047319932998
0,6623.0,6484.0,6588.944306930693
0,6719.5,6552.0,6654.664451827242
0,6797.0,6705.0,6731.547385620915
0,6782.0,6685.0,6701.032009724473
0,6760.5,6656.5,6716.144801980198
0,6802.0,6582.0,6673.899350649351
0,6655.0,6514.0,6559.312601626017
0,6626.0,6448.0,6498.9524
0,6550.0,6484.0,6522.138114754099
0,6565.0,6401.0,6462.25
0,6461.0,6314.5,6400.800888529887
0,6472.5,6297.0,6378.140194489465
0,6393.0,6293.0,6346.18634840871
0,6417.0,6292.5,6357.779918032787
0,6487.0,6390.0,6456.397180762852
0,6509.5,6350.0,6403.386475409836
0,6406.0,6303.5,6341.6540650406505
0,6377.0,6132.0,6257.092637540453
0,6258.0,6097.0,6180.577380952381
0,6270.0,6065.5,6153.034072249589
0,6192.5,6048.0,6133.687086092716
0,6300.0,6142.0,6245.2204918032785
0,6336.0,6196.5,6279.3312807881775
0,6257.0,6083.5,6159.816176470588
0,6350.5,6115.5,6226.756420545747
0,6388.5,6295.5,6343.759090909091
0,6480.5,6324.5,6426.721590909091
0,6504.0,6400.0,6426.1456661316215
0,6460.0,6308.0,6348.144651539708
0,6523.5,6310.0,6433.760957792208
0,6620.0,6454.5,6525.1676
0,6595.0,6499.0,6563.8418699187
0,6633.0,6566.5,6601.380341880342
0,6621.0,6557.5,6578.391304347826
0,6640.0,6462.0,6556.069124423963
0,6538.0,6391.0,6465.421826625387
0,6458.0,6369.5,6413.052542372881
0,6422.5,6290.0,6324.482279693487
0,6373.0,6247.0,6327.468013468014
0,6349.0,6272.5,6309.209332191781
0,6397.0,6269.0,6355.2265625
0,6481.0,6335.0,6449.180232558139
0,6512.5,6430.0,6483.653523489933
0,6541.0,6450.0,6511.890032948929
0,6529.0,6444.0,6489.019421487604
0,6540.0,6447.5,6470.336885245902
0,6529.5,6405.0,6488.3422131147545
0,6509.5,6367.5,6440.51690821256
0,6558.0,6340.0,6473.737942122187
0,6400.0,6276.0,6356.216507177033
