Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-11-08 09:30:00-05:00,151.41000366210938,151.57000732421875,150.73989868164062,150.80189514160156,9202279,0,0
2021-11-08 09:45:00-05:00,150.875,151.10499572753906,150.74000549316406,150.95419311523438,6291718,0,0
2021-11-08 10:00:00-05:00,150.9600067138672,151.4499969482422,150.875,151.14999389648438,6083768,0,0
2021-11-08 10:15:00-05:00,151.14999389648438,151.30499267578125,151.00999450683594,151.02000427246094,1637329,0,0
2021-11-08 10:30:00-05:00,151.02000427246094,151.08999633789062,150.72000122070312,150.88499450683594,1678737,0,0
2021-11-08 10:45:00-05:00,150.88999938964844,150.9600067138672,150.75999450683594,150.76019287109375,1478381,0,0
2021-11-08 11:00:00-05:00,150.75999450683594,150.88900756835938,150.55999755859375,150.64999389648438,1517195,0,0
2021-11-08 11:15:00-05:00,150.64999389648438,150.8000030517578,150.51499938964844,150.6685028076172,1509592,0,0
2021-11-08 11:30:00-05:00,150.66000366210938,150.6999969482422,150.47999572753906,150.5594940185547,1104682,0,0
2021-11-08 11:45:00-05:00,150.5574951171875,150.6199951171875,150.34500122070312,150.4102020263672,1218358,0,0
2021-11-08 12:00:00-05:00,150.41000366210938,150.42999267578125,150.16000366210938,150.3800048828125,1416075,0,0
2021-11-08 12:15:00-05:00,150.38999938964844,150.4499969482422,150.20140075683594,150.4499969482422,1658513,0,0
2021-11-08 12:30:00-05:00,150.44500732421875,150.55999755859375,150.33999633789062,150.47500610351562,794789,0,0
2021-11-08 12:45:00-05:00,150.47999572753906,150.61000061035156,150.4199981689453,150.58999633789062,676565,0,0
2021-11-08 13:00:00-05:00,150.5850067138672,150.86610412597656,150.52999877929688,150.74000549316406,1039025,0,0
2021-11-08 13:15:00-05:00,150.7386932373047,151.00999450683594,150.6999969482422,150.8800048828125,1108833,0,0
2021-11-08 13:30:00-05:00,150.8800048828125,150.9499969482422,150.76499938964844,150.83999633789062,796706,0,0
2021-11-08 13:45:00-05:00,150.83999633789062,150.85719299316406,150.5850067138672,150.58949279785156,739398,0,0
2021-11-08 14:00:00-05:00,150.58189392089844,150.74000549316406,150.53500366210938,150.67999267578125,886612,0,0
