,Time,Open,High,Low,Close,Volume
0,2019-12-09 09:35:00,143.13,143.13,142.43,142.43,7966
1,2019-12-09 09:40:00,142.38,142.4,142.13,142.13,2429
2,2019-12-09 09:45:00,142.31,142.35,142.25,142.35,1197
3,2019-12-09 09:50:00,142.38,142.39,142.3532,142.3532,942
4,2019-12-09 09:55:00,142.24,142.24,142.2,142.2,715
5,2019-12-09 10:05:00,142.18,142.18,142.18,142.18,151
6,2019-12-09 10:10:00,142.295,142.295,142.295,142.295,168
7,2019-12-09 10:15:00,142.26,142.3873,142.26,142.3243,1349
8,2019-12-09 10:20:00,142.26,142.37,142.26,142.359,417
9,2019-12-09 10:25:00,142.36,142.4,142.34,142.34,1460
10,2019-12-09 10:35:00,142.34,142.34,142.3,142.318,739
11,2019-12-09 10:40:00,142.24,142.24,142.17,142.17,614
12,2019-12-09 10:45:00,142.16,142.19,142.13,142.13,1543
13,2019-12-09 10:50:00,142.14,142.15,142.12,142.15,515
14,2019-12-09 10:55:00,142.12,142.12,142.12,142.12,105
15,2019-12-09 11:00:00,142.155,142.155,142.155,142.155,278
16,2019-12-09 11:05:00,142.15,142.15,142.0847,142.0847,332
17,2019-12-09 11:10:00,142.07,142.106,142.04,142.106,849
18,2019-12-09 11:15:00,142.1,142.14,142.1,142.14,275
19,2019-12-09 11:20:00,142.1165,142.1165,142.07,142.09,860
20,2019-12-09 11:25:00,142.09,142.09,141.97,142.0,1004
21,2019-12-09 11:30:00,142.01,142.0168,142.01,142.0168,556
22,2019-12-09 11:40:00,141.97,141.97,141.97,141.97,1054
23,2019-12-09 11:45:00,141.9,141.95,141.9,141.95,623
24,2019-12-09 11:50:00,141.95,141.95,141.88,141.92,707
25,2019-12-09 11:55:00,141.96,141.97,141.94,141.94,527
26,2019-12-09 12:00:00,141.91,141.97,141.91,141.96,853
27,2019-12-09 12:05:00,141.95,141.95,141.95,141.95,191
28,2019-12-09 12:10:00,141.97,141.97,141.96,141.96,424
29,2019-12-09 12:15:00,141.975,141.98,141.95,141.95,661
30,2019-12-09 12:20:00,141.955,141.955,141.9,141.9,755
31,2019-12-09 12:25:00,141.93,141.94,141.93,141.94,562
32,2019-12-09 12:30:00,141.916,141.916,141.916,141.916,200
33,2019-12-09 12:35:00,141.96,141.96,141.89,141.9,818
34,2019-12-09 12:40:00,141.885,141.94,141.885,141.94,674
35,2019-12-09 12:50:00,141.8997,141.99,141.8997,141.94,4303
36,2019-12-09 12:55:00,141.94,142.02,141.94,142.01,4910
37,2019-12-09 13:00:00,142.03,142.07,142.03,142.07,1150
38,2019-12-09 13:05:00,142.065,142.065,142.05,142.06,1630
