,Time,Open,High,Low,Close,Volume
0,2019-12-09 07:05:00,272.608147655,272.608147655,272.608147655,272.608147655,100
1,2019-12-09 07:15:00,272.793131756,272.793131756,272.793131756,272.793131756,310
2,2019-12-09 08:05:00,272.812603766,272.812701126,272.812603766,272.812603766,475
3,2019-12-09 08:10:00,272.812603766,272.812603766,272.812603766,272.812603766,590
4,2019-12-09 09:30:00,273.309140035,273.309140035,273.29940403,273.29940403,1211
5,2019-12-09 09:35:00,273.357820062,273.455180114,272.150555408,272.185605027,156418
6,2019-12-09 09:40:00,272.160291413,273.046267893,271.897419271,272.221044086,52070
7,2019-12-09 09:45:00,272.189499429,272.705507708,272.101875381,272.501051597,26001
8,2019-12-09 09:50:00,272.501051597,272.871019798,271.34246697,271.34246697,67203
9,2019-12-09 09:55:00,271.410619007,271.975307313,271.17695488,271.696176042,30140
10,2019-12-09 10:00:00,271.790323213,271.848739244,271.410619007,271.456280872,24204
11,2019-12-09 10:05:00,271.537187075,272.04345935,271.498243054,272.04345935,33874
12,2019-12-09 10:10:00,272.06293136,272.121347392,271.707567168,272.072667365,16939
13,2019-12-09 10:15:00,272.004515329,272.086589853,271.819531228,272.053195355,15596
14,2019-12-09 10:20:00,272.160291413,272.286859481,271.926627286,272.053195355,82393
15,2019-12-09 10:25:00,271.955835302,272.028855342,271.702699165,271.87794726,11424
16,2019-12-09 10:30:00,271.814663226,272.014251334,271.537187075,271.887683265,11654
17,2019-12-09 10:35:00,271.897419271,272.452371571,271.87794726,272.362313522,42197
18,2019-12-09 10:40:00,272.335539508,272.569203634,272.267387471,272.355011518,21672
19,2019-12-09 10:45:00,272.355011518,272.501051597,272.272158113,272.403691545,24795
20,2019-12-09 10:50:00,272.403010024,272.501051597,272.243047458,272.491218232,23699
21,2019-12-09 10:55:00,272.403691545,272.403691545,272.208971439,272.24791546,45829
22,2019-12-09 11:00:00,272.252783463,272.608147655,272.218707445,272.559467629,41116
23,2019-12-09 11:05:00,272.520523608,272.637355671,272.189499429,272.335539508,16562
24,2019-12-09 11:10:00,272.355011518,272.393955539,272.160291413,272.22844345,16100
25,2019-12-09 11:15:00,272.189499429,272.208971439,272.048327352,272.126215394,26307
26,2019-12-09 11:20:00,272.101875381,272.164380535,271.994779323,272.140819402,15978
27,2019-12-09 11:25:00,272.121347392,272.22844345,272.06293136,272.111611387,22784
28,2019-12-09 11:30:00,272.106743384,272.218707445,271.731907181,271.848739244,32867
29,2019-12-09 11:35:00,271.848739244,272.213839442,271.819531228,272.213839442,25602
30,2019-12-09 11:40:00,272.179763423,272.179763423,271.946099297,272.082403371,19874
31,2019-12-09 11:45:00,272.111611387,272.131083397,271.897419271,272.053195355,23567
32,2019-12-09 11:50:00,272.048327352,272.140819402,271.907155276,272.092139376,15901
33,2019-12-09 11:55:00,272.111611387,272.111611387,271.873079257,271.946099297,15136
34,2019-12-09 12:00:00,271.946099297,272.150555408,271.946099297,272.150555408,17007
35,2019-12-09 12:05:00,272.140819402,272.218707445,272.072667365,272.131083397,30473
36,2019-12-09 12:10:00,272.121347392,272.15542341,272.019119336,272.087271373,14150
37,2019-12-09 12:15:00,272.082403371,272.208971439,272.072667365,272.150555408,22644
38,2019-12-09 12:20:00,272.208971439,272.327750704,272.170027418,272.22844345,30742
39,2019-12-09 12:25:00,272.238179455,272.238179455,272.06293136,272.092139376,13690
40,2019-12-09 12:30:00,272.072667365,272.286859481,272.06293136,272.160291413,14727
41,2019-12-09 12:35:00,272.145103245,272.296595487,272.111611387,272.174895421,10297
42,2019-12-09 12:40:00,272.140819402,272.248889061,272.131083397,272.174895421,33224
43,2019-12-09 12:45:00,272.24791546,272.355011518,272.170027418,272.189499429,13862
44,2019-12-09 12:50:00,272.170027418,272.316067497,272.082403371,272.092139376,63672
45,2019-12-09 12:55:00,272.092139376,272.092139376,271.654992739,271.868211255,16149
46,2019-12-09 13:00:00,271.916891281,271.999647326,271.87794726,271.965571307,7427
47,2019-12-09 13:05:00,272.014251334,272.033723344,271.916891281,271.985043318,19404
48,2019-12-09 13:10:00,272.121347392,272.262616828,272.101875381,272.179763423,5666
49,2019-12-09 13:15:00,272.204103437,272.306331492,272.072667365,272.22844345,18571
50,2019-12-09 13:20:00,272.245092019,272.245092019,272.023987339,272.033723344,16111
51,2019-12-09 13:25:00,272.072667365,272.243047458,272.072667365,272.121347392,19790
52,2019-12-09 13:30:00,272.131083397,272.218707445,272.093697137,272.199235434,12346
53,2019-12-09 13:35:00,272.194367431,272.24791546,272.092139376,272.101875381,27115
54,2019-12-09 13:40:00,272.101875381,272.140819402,271.999647326,272.04345935,8686
55,2019-12-09 13:45:00,272.004515329,272.267387471,272.004515329,272.119789631,10082
56,2019-12-09 13:50:00,272.101875381,272.238179455,272.056310877,272.238179455,7567
57,2019-12-09 13:55:00,272.218707445,272.3209355,272.121347392,272.15542341,21388
58,2019-12-09 14:00:00,272.150555408,272.263590429,272.121347392,272.190765109,16518
59,2019-12-09 14:05:00,272.179763423,272.471843582,272.179763423,272.350143516,20404
60,2019-12-09 14:10:00,272.423163555,272.432899561,272.121347392,272.184631426,33817
61,2019-12-09 14:15:00,272.131083397,272.179763423,272.023987339,272.160291413,8332
62,2019-12-09 14:20:00,272.208971439,272.238179455,272.111611387,272.116479389,13080
63,2019-12-09 14:25:00,272.121347392,272.121347392,271.848739244,271.907155276,13158
64,2019-12-09 14:30:00,271.907155276,272.097007379,271.87794726,272.082403371,10175
