,Time,Open,High,Low,Close,Volume
0,2019-12-09 06:10:00,146.886952329,146.886952329,146.886952329,146.886952329,100
1,2019-12-09 07:05:00,147.17521934,147.17521934,147.016175472,147.036055955,1094
2,2019-12-09 07:25:00,147.125518131,147.125518131,147.125518131,147.125518131,533
3,2019-12-09 07:50:00,147.105637648,147.105637648,147.105637648,147.105637648,201
4,2019-12-09 08:00:00,147.075816922,147.095697406,147.075816922,147.095697406,352
5,2019-12-09 08:05:00,147.045996197,147.274621757,146.967667092,147.244801032,6292
6,2019-12-09 08:10:00,147.413785142,147.413785142,147.4038449,147.4038449,400
7,2019-12-09 08:15:00,147.562888768,147.562888768,147.115577889,147.115577889,1825
8,2019-12-09 08:20:00,147.165279098,147.314382724,147.165279098,147.314382724,1132
9,2019-12-09 08:25:00,147.314382724,147.314382724,147.314382724,147.314382724,310
10,2019-12-09 08:30:00,147.334263208,147.562888768,147.314382724,147.562888768,1154
11,2019-12-09 08:35:00,147.463585753,147.513187559,147.463486351,147.513187559,3283
12,2019-12-09 08:40:00,147.463486351,147.513187559,147.463486351,147.463486351,2160
13,2019-12-09 08:45:00,147.314382724,147.443605867,147.314382724,147.443605867,801
14,2019-12-09 08:50:00,147.205040065,147.224920549,147.115577889,147.115577889,2984
15,2019-12-09 09:00:00,147.214980307,147.214980307,147.135458373,147.214980307,508
16,2019-12-09 09:05:00,147.403745498,147.403745498,147.403745498,147.403745498,288
17,2019-12-09 09:10:00,147.195099823,147.364083933,147.195099823,147.314382724,346
18,2019-12-09 09:15:00,147.224920549,147.224920549,147.224920549,147.224920549,346
19,2019-12-09 09:20:00,147.165279098,147.165279098,147.165279098,147.165279098,4500
20,2019-12-09 09:25:00,147.165279098,147.294502241,147.016175472,147.17521934,5960
21,2019-12-09 09:30:00,147.065876681,147.113391036,146.976414505,147.113391036,943
22,2019-12-09 09:35:00,147.075816922,147.115577889,146.549083512,147.031085835,397542
23,2019-12-09 09:40:00,147.055936439,147.4038449,146.877012087,147.348477754,150697
24,2019-12-09 09:45:00,147.354143691,147.62750034,147.23486079,147.23486079,178203
25,2019-12-09 09:50:00,147.284561999,147.34420345,147.00623523,147.218857001,89085
26,2019-12-09 09:55:00,147.205040065,147.324322966,147.036055955,147.274621757,90538
27,2019-12-09 10:00:00,147.294402839,147.304442483,147.045996197,147.107824501,84922
28,2019-12-09 10:05:00,147.105637648,147.254741274,147.016175472,147.095697406,68867
29,2019-12-09 10:10:00,147.104842428,147.135458373,146.757729186,146.772639549,94386
30,2019-12-09 10:15:00,146.762699307,146.941623659,146.638446285,146.921743175,141121
31,2019-12-09 10:20:00,146.926713296,146.976414505,146.598685318,146.688147494,94630
32,2019-12-09 10:25:00,146.698087736,146.737848703,146.489342659,146.658326769,100529
33,2019-12-09 10:30:00,146.648386527,146.688147494,146.499282901,146.519163384,82741
34,2019-12-09 10:35:00,146.529103626,146.618565802,146.429701209,146.519163384,94451
35,2019-12-09 10:40:00,146.529103626,146.817370637,146.389940242,146.402266142,126423
36,2019-12-09 10:45:00,146.389940242,146.399880483,146.171254923,146.295507945,187501
37,2019-12-09 10:50:00,146.290537824,146.519163384,146.270657341,146.489342659,114140
38,2019-12-09 10:55:00,146.519163384,146.519163384,146.350179275,146.394910363,64202
39,2019-12-09 11:00:00,146.394910363,146.479402417,146.360119517,146.479402417,101182
40,2019-12-09 11:05:00,146.49431278,146.578804835,146.419760967,146.474432297,60105
41,2019-12-09 11:10:00,146.4827821,146.509223143,146.380099402,146.43964145,57046
42,2019-12-09 11:15:00,146.449581692,146.499282901,146.404850604,146.479402417,42855
43,2019-12-09 11:20:00,146.484372538,146.489342659,146.340239033,146.365785454,60189
44,2019-12-09 11:25:00,146.361113541,146.429701209,146.266482439,146.330298791,92092
45,2019-12-09 11:30:00,146.32035855,146.459521934,146.280597583,146.360119517,155458
46,2019-12-09 11:35:00,146.370059758,146.469462176,146.240836616,146.310418308,127508
47,2019-12-09 11:40:00,146.295507945,146.310418308,146.21101589,146.21101589,74959
48,2019-12-09 11:45:00,146.215986011,146.255746978,146.21101589,146.240836616,74991
49,2019-12-09 11:50:00,146.240836616,146.250677455,146.042031781,146.071852506,116763
50,2019-12-09 11:55:00,146.071852506,146.081792748,145.684183078,145.69909344,124125
51,2019-12-09 12:00:00,145.69909344,145.892928154,145.684183078,145.773645253,97796
52,2019-12-09 12:05:00,145.783585495,146.111613473,145.773645253,146.051972022,65650
