Date,Open,High,Low,Close,Volume,Mean
1972-06-01,0.0,0.18230582773685455,0.17954378017128617,0.18230582773685455,2458771,0.18092480395407035
1972-06-02,0.182305843792339,0.18285833598271098,0.17954379598351997,0.1800960749387741,1613885,0.18120106598311547
1972-06-05,0.18009604225414827,0.18064853434425154,0.17843876589172517,0.17954376339912415,2585251,0.17954365011798834
1972-06-06,0.17954382197216218,0.18451563935420764,0.17899132970181794,0.1834108680486679,2347469,0.1817534845280128
1972-06-07,0.1834108680486679,0.1834108680486679,0.1806485932777019,0.1834108680486679,1032077,0.1820297306631849
1972-06-08,0.18341082534747738,0.18396331748919195,0.18230582773685455,0.18230582773685455,1067491,0.18313457261302324
1972-06-09,0.18230587018078268,0.18396336031901214,0.18230587018078268,0.1834108680486679,1563293,0.1831346152498974
1972-06-12,0.18341095527611814,0.18672549733142846,0.18341095527611814,0.18396344780921936,1942733,0.1850682263037733
1972-06-13,0.18396325548115675,0.18672530211572896,0.1828582582429926,0.1856205314397812,2175456,0.18479178017936077
1972-06-14,0.18562053143978122,0.18672530211572896,0.18451553420161704,0.1856205314397812,2069213,0.185620418158673
1972-06-15,0.1856206372220929,0.18727791412517367,0.1834108680486679,0.1834108680486679,2726909,0.1853443910869208
1972-06-16,0.1834109259186935,0.1867254674434662,0.1812011560480394,0.1867254674434662,2398061,0.1839633117457528
1972-06-19,0.1867254815798792,0.1889352649450302,0.18617321565581854,0.1889352649450302,1694832,0.1875542403004244
1972-06-20,0.18893515856719664,0.19004015624523163,0.18783037412427375,0.19004015624523163,2332291,0.18893526518475268
1972-06-21,0.19004014068367606,0.19114491170893957,0.18783035874366757,0.1878303587436676,2038858,0.18948763522630357
1972-06-22,0.18783040311400823,0.18948767998813537,0.18617313956707765,0.18838290870189667,2438534,0.1878304097776065
1972-06-23,0.18838286420104006,0.18893514309612452,0.18341082151803745,0.1878303587436676,1482346,0.186172982307081
1972-06-26,0.18783029935389314,0.18783029935389314,0.18341076352566926,0.1856205314397812,1618944,0.1856205314397812
1972-06-27,0.18562053143978122,0.18727780739840566,0.18341076352566926,0.1856205314397812,2048976,0.18534428546203746
1972-06-28,0.18506823296737487,0.18506823296737487,0.18285844941581375,0.18396344780921936,1315392,0.1839633411915943
1972-06-29,0.1839634183633608,0.1867254674434662,0.18285842014682524,0.1867254674434662,1118083,0.1847919437951457
1972-06-30,0.18672528864146992,0.19004006688173794,0.1861730232880508,0.18727779388427734,2924218,0.18810654508489438
1972-07-03,0.18727786661348853,0.18893514309612452,0.18562059013085253,0.1878303587436676,824650,0.18727786661348853
