Date,Open,High,Low,Close,Volume,Mean
1962-01-02,0.0,0.27816990624974464,0.27440071171544,0.275908499956131,192000,0.2762853089825923
1962-01-03,0.0,0.27590843307782237,0.27063145158193086,0.2728930413722992,428800,0.2732699423298766
1962-01-04,0.0,0.2736466524993682,0.2683696746826172,0.2683696746826172,326400,0.27100816359099267
1962-01-05,0.0,0.26912352480562235,0.2630927445072061,0.2664850354194641,544000,0.26610813465641425
1962-01-08,0.0,0.2649775079037729,0.2563082357478696,0.2593236267566681,1523200,0.26064287182582124
1962-01-09,0.0,0.2630928405394889,0.25781604388588253,0.2589467465877533,499200,0.2604544422126857
1962-01-10,0.0,0.26158516515406766,0.2574388882952571,0.2597004771232605,300800,0.25951202672466234
1962-01-11,0.0,0.26158521602448226,0.2593236267566681,0.2593236267566681,371200,0.2604544213905752
1962-01-12,0.0,0.26309273070593264,0.2593235392283483,0.2608313262462616,390400,0.26120813496714046
1962-01-15,0.0,0.26158521602448226,0.25781602327469955,0.2593236267566681,281600,0.2597006196495909
1962-01-16,0.0,0.26197369455955993,0.25894509800309606,0.260459303855896,236800,0.26045939628132797
1962-01-17,0.0,0.2608375928213241,0.2513732612133026,0.2513732612133026,377600,0.25610542701731337
1962-01-18,0.0,0.2525089979171753,0.2506162418804,0.2525089979171753,544000,0.25156261989878764
1962-01-19,0.0,0.25402338759733467,0.2517518955024652,0.2525089979171753,697600,0.25288764154989996
1962-01-22,0.0,0.25440214047610693,0.2513735435656771,0.25288793444633484,646400,0.252887842020892
1962-01-23,0.0,0.25402338759733467,0.25213044670982027,0.2525089979171753,332800,0.2530769171535775
1962-01-24,0.0,0.25288768652369287,0.24910180545904267,0.2502376437187195,422400,0.2509947459913678
1962-01-25,0.0,0.25288765039293865,0.2491017698691876,0.2513732612133026,294400,0.2509947101310631
1962-01-26,0.0,0.25250914411137115,0.24910199642181396,0.24910199642181396,230400,0.25080557026659256
1962-01-29,0.0,0.2506163164891665,0.24834482371807098,0.24834482371807098,313600,0.24948057010361874
1962-01-30,0.0,0.24985921384906604,0.24607333094697545,0.24834482371807098,294400,0.24796627239802074
1962-01-31,0.0,0.2528879851922665,0.2498593876741012,0.25061649084091187,422400,0.25137368643318386
1962-02-01,0.0,0.25288765039293865,0.2506161590488236,0.2513732612133026,435200,0.25175190472088116
1962-02-02,0.0,0.25288776598182394,0.25061627359946465,0.2521304786205292,595200,0.2517520197906443
1962-02-05,0.0,0.2513735940077225,0.24910209965636781,0.25061649084091187,396800,0.2502378468320452
1962-02-06,0.0,0.2506161948550436,0.2483447031863944,0.2502376437187195,249600,0.249480449020719
