Date,Open,High,Low,Close,Volume,Mean
2006-05-25,3.753702307366748,4.289279974464842,3.744387696877006,4.284622669219971,395343000,4.016833835670924
2006-05-26,4.3125672447992995,4.353550298640147,4.108581571490863,4.184959888458252,103044000,4.231065935065505
2006-05-30,4.188686016375814,4.189617388895504,3.9912203854093047,4.098336219787598,49898000,4.0904188871524045
2006-05-31,4.1309385323254295,4.225013865760285,4.1309385323254295,4.185893535614014,30002000,4.177976199042858
2006-06-01,4.184958275715987,4.480224555976644,4.18216371521797,4.425269603729248,62344000,4.331194135597308
2006-06-02,4.517481787756124,4.536110561233975,4.358205619069757,4.376834392547607,37253000,4.447158090151866
2006-06-05,4.382424826356147,4.587341860929147,4.377767520082858,4.578027248382568,37188000,4.482554690506003
2006-06-06,4.6553377329692225,4.715881392482476,4.452283852526058,4.4988555908203125,49045000,4.584082622504267
2006-06-07,4.501651317605587,4.50817137153687,4.3544837515204184,4.433656215667725,25013000,4.431327561528644
2006-06-08,4.433654457675061,4.444831371307373,4.238052029004385,4.444831371307373,34439000,4.34144170015588
2006-06-09,4.54542797065176,4.54542797065176,4.441106686070596,4.45042085647583,13372000,4.493267328361178
2006-06-12,4.470911984724586,4.494197628403578,4.312567120494418,4.373110771179199,14546000,4.403382374448998
2006-06-13,4.3032509501496525,4.41036673771234,4.219421686127792,4.23805046081543,16716000,4.314894211920066
2006-06-14,4.182166675585224,4.233396175625018,4.139320418828576,4.202658653259277,15971000,4.186358297226796
2006-06-15,4.228736374997913,4.295800061006188,4.203587548262944,4.279965400695801,16500000,4.249693804634566
2006-06-16,4.238051635824441,4.284623363383138,4.191479464120598,4.193342208862305,12280000,4.238051413751868
2006-06-19,4.2333952661492145,4.2333952661492145,4.10765064122427,4.130005359649658,11509000,4.170522953686742
2006-06-20,4.167262449158994,4.191479909957718,4.048969706720325,4.100198745727539,23792000,4.120224808339022
2006-06-21,4.100200588770683,4.273448382116452,4.098337842993535,4.219425201416016,18063000,4.185893112554994
2006-06-22,4.321883484801435,4.373112992869997,4.273448539647004,4.340512275695801,13038000,4.323280766258501
2006-06-23,4.376836260978149,4.464391933431239,4.365658903290931,4.373110771179199,11612000,4.415025418361084
2006-06-26,4.373112147759169,4.424341201782227,4.3246772119648655,4.424341201782227,8565000,4.374509206873546
2006-06-27,4.424338888605558,4.47370517133261,4.401052805625984,4.406641483306885,9826000,4.437378988479297
2006-06-28,4.36379604916814,4.415025085782944,4.331195793517371,4.37404203414917,8756000,4.373110439650158
2006-06-29,4.373110299834015,4.479294298127438,4.373110299834015,4.470911502838135,14470000,4.426202298980726
2006-06-30,4.438310805740005,4.470911502838135,4.340509602735885,4.470911502838135,25964000,4.40571055278701
2006-07-03,4.46159752015878,4.470912133255972,4.360070813441551,4.4057111740112305,7029000,4.415491473348761
2006-07-05,4.415026982555076,4.456010495941251,4.350757816068816,4.433656215667725,13266000,4.403384156005034
2006-07-06,4.401053354531426,4.410367966543022,4.3582071163974,4.359138488769531,8097000,4.384287541470211
2006-07-07,4.35448110287928,4.363795269624839,4.261336770553125,4.29580020904541,8380000,4.312566020088982
2006-07-10,4.30325112473018,4.337714559165733,4.295799703381829,4.330263137817383,4978000,4.316757131273781
2006-07-11,4.33026699676593,4.33026699676593,4.219425617478867,4.317226886749268,8079000,4.274846307122399
