Date,Open,High,Low,Close,Volume,Mean
1983-11-21,1.382649656409235,1.385096823207817,1.2847629014238802,1.3753081560134888,5020667,1.3349298623158485
1983-11-22,1.3753072399171375,1.3948844782232648,1.367965661369568,1.370412826538086,2666896,1.3814250697964163
1983-11-23,1.3704135370084825,1.375307952924971,1.355730621427253,1.3630720376968384,1151978,1.3655192871761122
1983-11-25,1.3630723055977767,1.3655194725159623,1.3483893871307373,1.3483893871307373,1772000,1.3569544298233498
1983-11-28,1.341046896123812,1.341046896123812,1.3067865824461107,1.3116809129714966,2368004,1.3239167392849613
1983-11-29,1.3092331657732021,1.3092331657732021,1.2945502637654056,1.2969974279403687,1630560,1.3018917147693039
1983-11-30,1.2969974279403687,1.3067860015982389,1.2921030995904426,1.2969974279403687,2423157,1.2994445505943406
1983-12-01,1.2969974279403687,1.3067860015982389,1.2896559354154793,1.2969974279403687,6249147,1.298220968506859
1983-12-02,1.2969980610604468,1.3116809702355976,1.2872093165403082,1.294550895690918,1763994,1.299445143387953
1983-12-05,1.2945504812179447,1.296997645803971,1.27986741065979,1.27986741065979,1084372,1.2884325282318805
1983-12-06,1.2798682883973027,1.2896570364965572,1.2798682883973027,1.2847626209259033,2176749,1.28476266244693
1983-12-07,1.2847615240235708,1.3067860015982389,1.2847615240235708,1.2969974279403687,4856099,1.2957737628109047
1983-12-08,1.2969986287633253,1.3043400450432643,1.294551462322659,1.299445629119873,7360205,1.2994457536829618
1983-12-09,1.299445115105958,1.309233860038605,1.299445115105958,1.3018922805786133,5222597,1.3043394875722816
1983-12-12,1.3018925175422635,1.3092340983385313,1.299445351624188,1.3043397665023804,2835022,1.3043397249813595
1983-12-13,1.3067869063703494,1.3288114822360215,1.3067869063703494,1.3239171504974365,6693036,1.3177991943031855
1983-12-14,1.3239170756274319,1.3337056555089997,1.3239170756274319,1.3288114070892334,2521008,1.3288113655682157
1983-12-15,1.328811557940485,1.328811557940485,1.3190228939056396,1.3190228939056396,2323526,1.3239172259230623
1983-12-16,1.3190236112396465,1.3312592818533262,1.3190236112396465,1.3263651132583618,2452512,1.3251414465464864
1983-12-19,1.326364114777673,1.326364114777673,1.321469783782959,1.321469783782959,1610990,1.323916949280316
1983-12-20,1.3214700993920547,1.3263644315556913,1.311681352022735,1.3141285181045532,1937458,1.319022891789213
1983-12-21,1.3141283923411446,1.3190228070784276,1.301892480060996,1.3067868947982788,1935679,1.3104576435697117
1983-12-22,1.304340272517466,1.304340272517466,1.2896573543548584,1.2896573543548584,4871221,1.2969988134361623
1983-12-23,1.2896569547905448,1.2921041208998054,1.2798682073114547,1.2823153734207153,2338649,1.28598616410563
1983-12-27,1.2798686801877317,1.2798686801877317,1.2725270961053887,1.2749743461608887,3004928,1.27619788814656
